qdot q torque X Z vX vZ pasEffectue 
0.000000 0.000000 0.000000 0.000597 -0.005843 0.005647 -0.005896 0
0.000000 0.000000 0.000000 0.000541 -0.005844 -0.002838 -0.005892 0
0.000000 0.000000 0.000000 0.000618 -0.005844 0.005254 -0.005886 0
0.000000 0.000000 0.000000 0.000564 -0.005845 -0.002674 -0.005881 0
0.000000 0.000000 0.000000 0.000636 -0.005845 0.004910 -0.005875 0
0.000000 0.000000 0.000000 0.000584 -0.005846 -0.002501 -0.005871 0
0.000000 0.000000 0.000000 0.000650 -0.005846 0.004603 -0.005865 0
0.000000 0.000000 0.000000 0.000601 -0.005846 -0.002328 -0.005861 0
0.000000 0.000000 0.000000 0.000662 -0.005846 0.004321 -0.005856 0
0.000000 0.000000 0.000000 0.000616 -0.005847 -0.002163 -0.005853 0
0.000000 0.000000 0.000000 0.000672 -0.005847 0.004057 -0.005848 0
0.000000 0.000000 0.000000 0.000628 -0.005847 -0.002012 -0.005845 0
0.000000 0.000000 0.000000 0.000680 -0.005846 0.003805 -0.005841 0
0.000000 0.000000 0.000000 0.000638 -0.005846 -0.001877 -0.005839 0
0.000000 0.000000 0.000000 0.000686 -0.005846 0.003561 -0.005836 0
0.000000 0.000000 0.000000 0.000646 -0.005846 -0.001758 -0.005834 0
0.000000 0.000000 0.000000 0.000690 -0.005846 0.003325 -0.005831 0
0.000000 0.000000 0.000000 0.000652 -0.005845 -0.001655 -0.005830 0
0.000000 0.000000 0.000000 0.000692 -0.005845 0.003097 -0.005828 0
0.000000 0.000000 0.000000 0.000655 -0.005845 -0.001564 -0.005827 0
0.000000 0.000000 0.000000 0.000691 -0.005845 0.002878 -0.005825 0
0.000000 0.000000 0.000000 0.000656 -0.005844 -0.001482 -0.005824 0
0.000000 0.000000 0.000000 0.000689 -0.005844 0.002672 -0.005823 0
0.000000 0.000000 0.000000 0.000654 -0.005844 -0.001406 -0.005822 0
0.000000 0.000000 0.000000 0.000684 -0.005843 0.002479 -0.005821 0
0.000000 0.000000 0.000000 0.000651 -0.005843 -0.001334 -0.005821 0
0.000000 0.000000 0.000000 0.000678 -0.005842 0.002301 -0.005820 0
0.000000 0.000000 0.000000 0.000646 -0.005842 -0.001262 -0.005820 0
0.000000 0.000000 0.000000 0.000671 -0.005842 0.002138 -0.005819 0
0.000000 0.000000 0.000000 0.000640 -0.006182 -0.001190 -0.026616 0
0.000000 0.000000 0.000000 0.000663 -0.007235 0.001992 -0.070406 0
0.000000 0.000000 0.000000 0.000633 -0.009347 -0.001120 -0.136032 0
0.000000 0.000000 0.000000 0.000654 -0.012817 0.001867 -0.221057 0
0.000000 0.000000 0.000000 0.000626 -0.017900 -0.001054 -0.322876 0
0.000000 0.000000 0.000000 0.000644 -0.024839 0.001760 -0.441185 0
0.000000 0.000000 0.000000 0.000617 -0.033892 -0.000988 -0.577066 0
0.000000 0.000000 0.000000 0.000635 -0.045225 0.001667 -0.725190 0
0.000000 0.000000 0.000000 0.000609 -0.058974 -0.000919 -0.883909 0
0.000000 0.000000 0.000000 0.000439 -0.075899 -0.009772 -1.091420 1
0.000000 0.000000 0.000000 0.000163 -0.096397 -0.016377 -1.326283 1
0.000000 0.000000 0.000000 -0.000131 -0.121028 -0.017782 -1.598869 1
0.000000 0.000000 0.000000 -0.000600 -0.148963 -0.028763 -1.825083 1
0.000000 0.000000 0.000000 -0.001150 -0.181575 -0.034116 -2.138297 1
0.000000 0.000000 0.000000 -0.001882 -0.212633 -0.045848 -2.076084 1
0.000000 0.000000 0.000000 -0.002664 -0.243342 -0.049536 -2.085909 1
0.000000 0.000000 0.000000 -0.003624 -0.272596 -0.061216 -2.027821 1
0.000000 0.000000 0.000000 -0.004684 -0.301548 -0.068319 -2.038699 1
0.000000 0.000000 0.000000 -0.005908 -0.329203 -0.079346 -1.988481 1
0.000000 0.000000 0.000000 -0.007223 -0.356559 -0.086146 -1.997923 1
0.000000 0.000000 0.000000 -0.008722 -0.382252 -0.098650 -1.923840 1
0.000000 0.000000 0.000000 -0.009920 -0.407136 -0.081765 -1.900152 1
0.000000 0.000000 0.000000 -0.011827 -0.431409 -0.126268 -1.887777 1
0.000000 0.000000 0.000000 -0.013031 -0.453870 -0.085255 -1.801564 1
0.000000 0.000000 0.000000 -0.015143 -0.475303 -0.141873 -1.761281 1
0.000000 0.000000 0.000000 -0.016351 -0.494484 -0.088826 -1.645336 1
0.000000 0.000000 0.000000 -0.019422 -0.512199 -0.203667 -1.575081 1
0.000000 0.000000 0.000000 -0.021803 -0.527098 -0.164692 -1.421030 1
120.565096 44.909761 -21.424829 -0.025492 -0.539908 -0.246844 -1.308551 1
85.121035 43.851958 -23.383419 -0.026974 -0.550695 -0.115875 -1.197921 1
101.056806 42.958785 -22.104682 -0.028303 -0.560373 -0.108058 -1.141050 1
0.000000 0.000000 0.000000 -0.029047 -0.568980 -0.073645 -1.085401 1
0.000000 0.000000 0.000000 -0.029134 -0.577177 -0.034403 -1.068972 1
0.000000 0.000000 0.000000 -0.028820 -0.585166 -0.009942 -1.064532 1
0.000000 0.000000 0.000000 -0.028028 -0.592631 0.019466 -1.040486 1
0.000000 0.000000 0.000000 -0.026788 -0.599750 0.047595 -1.026920 1
0.000000 0.000000 0.000000 -0.025060 -0.606382 0.078646 -1.004296 1
0.000000 0.000000 0.000000 -0.022752 -0.612563 0.115755 -0.983437 1
0.000000 0.000000 0.000000 -0.020026 -0.618319 0.143505 -0.963647 1
0.000000 0.000000 0.000000 -0.016827 -0.623452 0.175093 -0.931447 1
0.000000 0.000000 0.000000 -0.013265 -0.627956 0.200450 -0.898214 1
0.000000 0.000000 0.000000 -0.009200 -0.631818 0.234723 -0.863534 1
0.000000 0.000000 0.000000 -0.004823 -0.634997 0.257775 -0.825706 1
0.000000 0.000000 0.000000 -0.000058 -0.637503 0.285869 -0.787872 1
0.000000 0.000000 0.000000 0.004960 -0.639296 0.306061 -0.746897 1
0.000000 0.000000 0.000000 0.010156 -0.640401 0.321891 -0.706715 1
0.000000 0.000000 0.000000 0.015766 -0.641155 0.352384 -0.686388 1
0.000000 0.000000 0.000000 0.021093 -0.641580 0.340705 -0.667050 1
0.000000 0.000000 0.000000 0.026890 -0.641553 0.374675 -0.639972 1
0.000000 0.000000 0.000000 0.032344 -0.641285 0.359589 -0.625203 1
0.000000 0.000000 0.000000 0.038157 -0.640696 0.386963 -0.605307 1
0.000000 0.000000 0.000000 0.043538 -0.639929 0.366375 -0.593926 1
0.000000 0.000000 0.000000 0.049194 -0.638946 0.388577 -0.579953 1
0.000000 0.000000 0.000000 0.054331 -0.637838 0.362548 -0.571356 1
0.000000 0.000000 0.000000 0.059679 -0.636600 0.380554 -0.562331 1
0.000000 0.000000 0.000000 0.064439 -0.635277 0.350050 -0.555899 1
0.000000 0.000000 0.000000 0.069359 -0.633888 0.364544 -0.550551 1
0.000000 0.000000 0.000000 0.073648 -0.632442 0.330974 -0.545709 1
0.000000 0.000000 0.000000 0.078056 -0.630972 0.342548 -0.542756 1
0.000000 0.000000 0.000000 0.081814 -0.629464 0.307279 -0.538988 1
0.000000 0.000000 0.000000 0.085662 -0.627954 0.316554 -0.537332 1
0.000000 0.000000 0.000000 0.088860 -0.626417 0.280731 -0.534225 1
0.000000 0.000000 0.000000 0.092129 -0.624887 0.288301 -0.533061 1
0.000000 0.000000 0.000000 0.094763 -0.623337 0.252815 -0.530339 1
0.000000 0.000000 0.000000 0.097459 -0.621793 0.259176 -0.529166 1
0.000000 0.000000 0.000000 0.099544 -0.620234 0.224685 -0.526688 1
0.000000 0.000000 0.000000 0.101686 -0.618677 0.230199 -0.525267 1
0.000000 0.000000 0.000000 0.103251 -0.617109 0.197158 -0.522998 1
0.000000 0.000000 0.000000 0.104871 -0.615538 0.202067 -0.521286 1
0.000000 0.000000 0.000000 0.105951 -0.613959 0.170752 -0.519263 1
0.000000 0.000000 0.000000 0.107087 -0.612376 0.175209 -0.517340 1
0.000000 0.000000 0.000000 0.107721 -0.610790 0.145757 -0.515635 1
0.000000 0.000000 0.000000 0.108411 -0.609197 0.149858 -0.513647 1
0.000000 0.000000 0.000000 0.108639 -0.607609 0.122315 -0.512341 1
0.000000 0.000000 0.000000 0.108926 -0.606016 0.126120 -0.510446 1
0.000000 0.000000 0.000000 0.108787 -0.604436 0.100481 -0.509610 1
0.000000 0.000000 0.000000 0.108710 -0.602854 0.104057 -0.507947 1
0.000000 0.000000 0.000000 0.108244 -0.601293 0.080288 -0.507631 1
0.000000 0.000000 0.000000 0.107841 -0.599736 0.083640 -0.506297 1
0.000000 0.000000 0.000000 0.107084 -0.598208 0.061662 -0.506518 1
0.000000 0.000000 0.000000 0.106390 -0.596689 0.064793 -0.505565 1
0.000000 0.000000 0.000000 0.105377 -0.595207 0.044576 -0.506316 1
0.000000 0.000000 0.000000 0.104429 -0.593741 0.047567 -0.505749 1
0.000000 0.000000 0.000000 0.103195 -0.592319 0.029155 -0.507012 1
0.000000 0.000000 0.000000 0.102030 -0.590917 0.032093 -0.506792 1
0.000000 0.000000 0.000000 0.100611 -0.589566 0.015519 -0.508528 1
0.000000 0.000000 0.000000 0.099265 -0.588239 0.018466 -0.508599 1
0.000000 0.000000 0.000000 0.097699 -0.586969 0.003735 -0.510753 1
0.000000 0.000000 0.000000 0.096206 -0.585711 0.006647 -0.510254 1
0.000000 0.000000 0.000000 0.094523 -0.584521 -0.006437 -0.513128 1
0.000000 0.000000 0.000000 0.092925 -0.583364 -0.002957 -0.513907 1
0.000000 0.000000 0.000000 0.091153 -0.582279 -0.015204 -0.517175 1
0.000000 0.000000 0.000000 0.089459 -0.581239 -0.012137 -0.518853 1
0.000000 0.000000 0.000000 0.087627 -0.580277 -0.022338 -0.522582 1
0.000000 0.000000 0.000000 0.085871 -0.579358 -0.019490 -0.524186 1
0.000000 0.000000 0.000000 0.084007 -0.578517 -0.027835 -0.528081 1
0.000000 0.000000 0.000000 0.082223 -0.577712 -0.024818 -0.529403 1
0.000000 0.000000 0.000000 0.080358 -0.576985 -0.031529 -0.533337 1
0.000000 0.000000 0.000000 0.078579 -0.576286 -0.028155 -0.534350 1
0.000000 0.000000 0.000000 0.076744 -0.575662 -0.033362 -0.538260 1
0.000000 0.000000 0.000000 0.075000 -0.575061 -0.029639 -0.538956 1
0.000000 0.000000 0.000000 0.073223 -0.574532 -0.033420 -0.542810 1
0.000000 0.000000 0.000000 0.071540 -0.574018 -0.029420 -0.543184 1
0.000000 0.000000 0.000000 0.069844 -0.573575 -0.031895 -0.546966 1
0.000000 0.000000 0.000000 0.068245 -0.573139 -0.027684 -0.547036 1
0.000000 0.000000 0.000000 0.066651 -0.572772 -0.029019 -0.550741 1
0.000000 0.000000 0.000000 0.065154 -0.572408 -0.024645 -0.550548 1
0.000000 0.000000 0.000000 0.063676 -0.572109 -0.025024 -0.554177 1
0.000000 0.000000 0.000000 0.062295 -0.571808 -0.020535 -0.553774 1
0.000000 0.000000 0.000000 0.060944 -0.571571 -0.020134 -0.557332 1
0.000000 0.000000 0.000000 0.059690 -0.571329 -0.015578 -0.556771 1
0.000000 0.000000 0.000000 0.058472 -0.571147 -0.014560 -0.560261 1
0.000000 0.000000 0.000000 0.057350 -0.570958 -0.009983 -0.559585 1
0.000000 0.000000 0.000000 0.056271 -0.570827 -0.008490 -0.563010 1
0.000000 0.000000 0.000000 0.055284 -0.570687 -0.003938 -0.562251 1
0.000000 0.000000 0.000000 0.054343 -0.570603 -0.002096 -0.565608 1
0.000000 0.000000 0.000000 0.053492 -0.570508 0.002395 -0.564789 1
0.000000 0.000000 0.000000 0.052688 -0.570468 0.004479 -0.568074 1
0.000000 0.000000 0.000000 0.051970 -0.570415 0.008877 -0.567209 1
0.000000 0.000000 0.000000 0.051300 -0.570415 0.011108 -0.570414 1
0.000000 0.000000 0.000000 0.050711 -0.570400 0.015389 -0.569512 1
0.000000 0.000000 0.000000 0.050170 -0.570436 0.017688 -0.572627 1
0.000000 0.000000 0.000000 0.049705 -0.570457 0.021830 -0.571693 1
0.000000 0.000000 0.000000 0.049286 -0.570527 0.024128 -0.574710 1
0.000000 0.000000 0.000000 0.048939 -0.570580 0.028114 -0.573744 1
0.000000 0.000000 0.000000 0.048634 -0.570679 0.030353 -0.576654 1
0.000000 0.000000 0.000000 0.048397 -0.570761 0.034169 -0.575658 1
0.000000 0.000000 0.000000 0.048199 -0.570887 0.036299 -0.578454 1
0.000000 0.000000 0.000000 0.048063 -0.570994 0.039932 -0.577430 1
0.000000 0.000000 0.000000 0.047962 -0.571143 0.041911 -0.580105 1
0.000000 0.000000 0.000000 0.047920 -0.571273 0.045353 -0.579054 1
0.000000 0.000000 0.000000 0.047907 -0.571442 0.047146 -0.581603 1
0.000000 0.000000 0.000000 0.047948 -0.571591 0.050387 -0.580528 1
0.000000 0.000000 0.000000 0.048013 -0.571778 0.051966 -0.582949 1
